REF,UNIDAD,MEDIDA,CANTIDAD
22909,ARR,Gramo,12500
2959,UND,Gramo,3000
2957,UND,Gramo,5000
4390,BSA,Gramo,1000
4154,UND,Gramo,500
13711,BSA,Gramo,2500
2960,UND,Gramo,1000
11724,UND,Gramo,100
2964,UND,Gramo,1000
17050,UND,Gramo,1000
2962,UND,Gramo,500
23456,ARR,Gramo,12500
17733,BSA,Gramo,300
11722,UND,Gramo,300
11723,UND,Gramo,300
2965,UND,Gramo,3000
2963,UND,Gramo,5000
5602,UND,Gramo,400
6121,PAQ,Gramo,1000
2961,UND,Gramo,1000
3068,UND,Gramo,3000
21948,BSA,Gramo,500
26172,UND,Gramo,5000
21478,UND,Mililitro,300
20706,PAQ,Gramo,5000
9,KLS,Gramo,1000
6106,CJA,Gramo,20
8111,CJA,Gramo,50
10044,CJA,Gramo,480
20814,UND,Gramo,500
25302,UND,Gramo,500
22273,UND,Gramo,500
2707,UND,Gramo,500
23600,UND,Gramo,500
3217,UND,Gramo,1000
3218,UND,Gramo,500
79,KLS,Gramo,1000
107,KLS,Gramo,1000
12626,BSA,Gramo,500
20832,FCO,Gramo,300
26975,UND,Gramo,280
2888,UND,Gramo,300
4004,UND,Gramo,300
7578,TAR,Gramo,320
7017,TBO,Mililitro,150
6845,TBO,Mililitro,250
6753,TBO,Mililitro,250
7366,TBO,Mililitro,250
6754,TBO,Gramo,28
6755,TBO,Gramo,28
11050,CJA,Gramo,500
5490,UND,Gramo,20
7937,CJA,Gramo,100
7769,CJA,Gramo,100
10235,FCO,Mililitro,5
6284,CJA,Gramo,10
6285,CJA,Gramo,20
8601,CJA,Gramo,20
7240,CJA,Gramo,20
19396,AMP,Mililitro,5
8265,CJA,Gramo,10
15550,UND,Gramo,160
24285,UND,Gramo,160
23163,UND,Gramo,160
8528,UND,Gramo,130
18674,UND,Gramo,140
22132,OFE,Gramo,280
25333,OFE,Gramo,420
18675,UND,Gramo,140
23884,OFE,Gramo,280
26839,UND,Gramo,140
3174,UND,Gramo,170
20618,OFE,Gramo,320
20617,OFE,Gramo,320
13202,UND,Gramo,170
13217,3UN,Mililitro,450
4354,UND,Gramo,180
8275,OFE,Gramo,500
10438,OFE,Gramo,548
4423,UND,Gramo,180
24888,UND,Gramo,140
24889,UND,Gramo,140
8527,UND,Gramo,140
15688,OFE,Gramo,300
3175,UND,Gramo,170
15689,OFE,Gramo,300
4749,UND,Gramo,170
23012,UND,Gramo,160
20709,UND,Gramo,170
25104,UND,Gramo,160
4665,UND,Gramo,180
7732,OFE,Gramo,540
4666,UND,Gramo,170
9687,UND,Gramo,240
19423,OFE,Gramo,240
22226,UND,Gramo,160
21286,OFE,Gramo,820
22277,OFE,Gramo,320
9684,UND,Gramo,175
22185,OFE,Gramo,480
23047,OFE,Gramo,480
24952,OFE,Gramo,400
10828,OFE,Gramo,320
24953,OFE,Gramo,400
9343,UND,Mililitro,175
9682,UND,Gramo,185
26928,UND,Gramo,160
7567,UND,Gramo,170
27454,UND,Gramo,150
20355,UND,Gramo,170
4336,UND,Gramo,170
4005,UND,Gramo,170
16531,UND,Gramo,140
20750,UND,Gramo,175
15910,OFE,Gramo,160
2688,UND,Gramo,160
10434,OFE,Gramo,368
12928,UND,Gramo,240
15624,OFE,Gramo,240
12459,OFE,Gramo,320
14794,UND,Gramo,240
2689,UND,Gramo,160
4918,OFE,Gramo,508
7737,PAQ,Gramo,240
6087,UND,Gramo,160
8055,3UN,Gramo,240
2690,UND,Gramo,175
5569,UND,Gramo,150
23948,UND,Gramo,160
23949,UND,Gramo,160
24244,3UN,Gramo,240
5361,UND,Mililitro,120
5114,UND,Mililitro,120
11928,OFE,Mililitro,240
11927,SBS,Gramo,20
26415,FCO,Mililitro,120
8316,OFE,Gramo,360
8769,OFE,Gramo,360
8481,UND,Mililitro,2000
12510,PAQ,Mililitro,200
16837,PAQ,Gramo,2000
21641,BSA,Gramo,200
19565,UND,Gramo,250
19567,OFE,Gramo,1000
3595,UND,Mililitro,250
19568,OFE,Gramo,1000
20675,OFE,Gramo,1250
16314,PAQ,Gramo,800
14807,PAQ,Mililitro,288
4964,PAQ,Gramo,1200
3596,UND,Mililitro,500
12558,OFE,Gramo,1000
21132,PAQ,Gramo,1500
16578,OFE,Gramo,1500
25412,BSA,Gramo,280
25413,UND,Gramo,1120
20871,BSA,Gramo,800
7727,4UN,Mililitro,800
20643,OFE,Mililitro,1600
10241,PAQ,Mililitro,1200
13432,PAQ,Gramo,1200
3336,UND,Mililitro,1200
19433,BSA,Mililitro,800
19613,BSA,Gramo,300
26112,PAQ,Mililitro,1200
19658,PAQ,Gramo,1200
12509,PAQ,Mililitro,1200
3098,UND,Gramo,250
13670,UND,Gramo,1000
3099,UND,Gramo,500
20569,BSA,Gramo,180
3096,UND,Gramo,250
3097,UND,Gramo,600
3071,UND,Gramo,450
5219,UND,Gramo,180
5218,UND,Gramo,345
11058,UND,Gramo,300
3102,UND,Gramo,300
12897,UND,Gramo,1100
20444,UND,Gramo,130
3104,UND,Gramo,180
14213,OFE,Gramo,360
5907,UND,Gramo,200
13188,BSA,Gramo,300
13186,BSA,Gramo,300
13187,BSA,Gramo,300
13185,OFE,Gramo,650
3103,UND,Gramo,350
15628,OFE,Gramo,880
18491,OFE,Gramo,400
1388,OFE,Gramo,420
14511,UND,Gramo,960
20323,UND,Gramo,400
20678,BSA,Gramo,180
3101,UND,Gramo,180
4255,UND,Gramo,300
24890,UND,Gramo,550
20959,BSA,Gramo,500
17991,UND,Gramo,500
11954,UND,Gramo,250
26008,UND,Gramo,1000
6942,UND,Gramo,500
9641,UND,Gramo,250
8482,UND,Gramo,500
16677,PAQ,Gramo,1000
24984,PAQ,Gramo,1000
9009,UND,Gramo,1200
23831,UND,Gramo,1000
20655,UND,Gramo,45
20654,UND,Gramo,500
24794,UND,Gramo,300
8505,CJA,Gramo,95
7680,FCO,Mililitro,5
8269,CJA,Gramo,500
7971,FCO,Mililitro,15
7972,FCO,Mililitro,2295
8480,CJA,Gramo,500
10521,UND,Gramo,500
6888,CJA,Gramo,500
2838,UND,Gramo,2500
25290,UND,Gramo,500
8935,CJA,Gramo,100
4145,UND,Gramo,1000
3564,UND,Gramo,454
8650,UND,Gramo,850
25666,UND,Gramo,225
2947,UND,Gramo,1000
4147,UND,Gramo,500
23626,PAQ,Gramo,1000
2948,UND,Gramo,2500
12553,BSA,Gramo,200
10072,UND,Gramo,2000
6175,UND,Gramo,5000
24174,BSA,Gramo,800
14444,UND,Gramo,850
10415,UND,Gramo,454
25855,OFE,Gramo,850
14445,PAQ,Gramo,850
25853,OFE,Gramo,850
4002,UND,Gramo,1000
2946,UND,Gramo,2500
5660,PAQ,Gramo,195
19793,UND,Gramo,2500
20901,UND,Gramo,2500
11619,UND,Gramo,1000
4274,UND,Gramo,1000
3155,UND,Gramo,500
7019,UND,Gramo,5000
3156,UND,Gramo,2500
11929,CJA,Gramo,250
11407,UND,Gramo,454
11609,UND,Gramo,454
13648,UND,Gramo,850
13068,UND,Gramo,850
4148,UND,Gramo,1000
23484,UND,Gramo,500
3157,UND,Gramo,2500
10297,UND,Gramo,2000
10413,UND,Gramo,5000
10414,UND,Gramo,250
20445,UND,Gramo,500
4509,UND,Gramo,1000
4146,UND,Gramo,2500
13884,BSA,Gramo,200
4150,SBS,Gramo,975
10124,UND,Gramo,500
10196,PAQ,Gramo,2500
7994,POT,Gramo,60
7397,POT,Gramo,50
868,UND,Gramo,60
6883,FCO,Mililitro,170
6884,SBS,Gramo,500
7513,TBO,Gramo,40
7078,FCO,Mililitro,120
7387,TBO,Gramo,30
20177,FCO,Mililitro,120
20178,FCO,Mililitro,60
19873,FCO,Gramo,120
14175,FCO,Mililitro,1490
19272,FCO,Mililitro,150
9365,BAN,Gramo,400
23592,KLS,Gramo,1000
18133,FCO,Mililitro,400
4821,UND,Mililitro,200
17941,UND,Mililitro,400
18411,UND,Mililitro,400
15949,UND,Mililitro,400
8574,FCO,Mililitro,120
24206,FCO,Gramo,200
8575,FCO,Mililitro,220
15276,FCO,Mililitro,400
9584,FCO,Mililitro,500
17019,FCO,Mililitro,180
17018,FCO,Mililitro,400
15577,FCO,Mililitro,400
5763,UND,Gramo,500
3113,UND,Gramo,1000
5860,FCO,Mililitro,10
15391,PAQ,Gramo,23
15498,UND,Gramo,23
17677,UND,Gramo,23
8375,SBS,Gramo,24
10706,SBS,Gramo,30
10873,UND,Gramo,30
11897,SBS,Gramo,41
4167,UND,Gramo,45
4727,UND,Gramo,50
6137,UND,Gramo,50
3005,UND,Gramo,50
3004,UND,Gramo,53
11946,OFE,Gramo,72
15234,SBS,Gramo,85
12554,SBS,Gramo,85
12738,OFE,Gramo,110
4539,UND,Gramo,50
12737,SBS,Gramo,30
8374,SBS,Gramo,32
14989,OFE,Gramo,110
20106,OFE,Gramo,150
24021,UND,Gramo,300
108,KLS,Gramo,1000
4259,UND,Gramo,50
4291,UND,Gramo,82
21578,UND,Gramo,82
3353,UND,Mililitro,230
21361,OFE,Mililitro,800
20014,FCO,Mililitro,235
20012,FCO,Mililitro,285
21545,UND,Mililitro,480
21493,UND,Mililitro,285
25473,OFE,Mililitro,285
20013,FCO,Gramo,303
8213,FCO,Mililitro,235
8232,FCO,Mililitro,235
8214,FCO,Mililitro,360
5367,UND,Mililitro,250
8231,FCO,Mililitro,400
4632,UND,Gramo,20
16291,BOT,Gramo,185
8131,PAQ,Mililitro,185
5325,OFE,Mililitro,1350
15246,OFE,Mililitro,1900
20254,FCO,Mililitro,330
23486,UND,Mililitro,1000
26227,UND,Gramo,46
26619,UND,Mililitro,1000
26549,UND,Mililitro,800
21538,FCO,Mililitro,500
21542,FCO,Mililitro,500
3100,UND,Gramo,1080
6192,FCO,Gramo,50
6770,POT,Mililitro,110
6769,POT,Mililitro,60
3162,TBO,Gramo,30
3163,TBO,Gramo,30
3164,TBO,Gramo,30
3736,FCO,Mililitro,120
3737,FCO,Mililitro,120
12,KLS,Gramo,1000
7959,CJA,Mililitro,10
24182,UND,Gramo,32
11569,UND,Gramo,15
17603,UND,Gramo,32
7141,UND,Gramo,32
3067,TAR,Gramo,32
7604,UND,Mililitro,60
25520,UND,Mililitro,60
25717,UND,Mililitro,60
25521,UND,Mililitro,60
15217,FCO,Mililitro,100
3128,TAR,Gramo,15
3124,TAR,Gramo,15
4882,UND,Gramo,30
4892,UND,Gramo,30
4893,UND,Gramo,30
3129,TAR,Gramo,36
3130,TAR,Gramo,32
13051,UND,Gramo,35
16089,UND,Gramo,50
3664,FCO,Mililitro,60
3665,FCO,Mililitro,60
3666,FCO,Mililitro,60
6125,OFE,Mililitro,60
3131,TAR,Gramo,70
5762,OFE,Gramo,97
7742,CJA,Gramo,100
7021,TBO,Gramo,20
10518,TBO,Gramo,20
5874,AMP,Mililitro,2
6606,CJA,Gramo,20
5662,FCO,Mililitro,60
26241,TBO,Mililitro,30
19499,FCO,Gramo,50
6307,TBO,Gramo,30
7518,CJA,Gramo,10
7519,CJA,Gramo,50
26435,UND,Mililitro,60
6589,CJA,Gramo,150
5889,UND,Mililitro,5
10232,UND,Gramo,500
20966,BSA,Gramo,500
6328,FCO,Mililitro,3000
6344,FCO,Mililitro,3020
6343,FCO,Mililitro,3020
7886,FCO,Mililitro,3020
7082,CJA,Gramo,30
4595,FCO,Mililitro,90
4854,SBS,Gramo,30
26315,CJA,Gramo,30
7590,FCO,Mililitro,850
7677,FCO,Mililitro,850
7770,CJA,Gramo,5
7659,CJA,Gramo,262
3379,FCO,Mililitro,120
3380,FCO,Mililitro,120
8125,UND,Mililitro,5
6084,OFE,Mililitro,2000
4667,UND,Mililitro,1000
21822,FCO,Mililitro,1000
3679,UND,Mililitro,1000
16247,FCO,Mililitro,1000
16248,FCO,Mililitro,1000
16316,FCO,Mililitro,2000
3676,UND,Mililitro,2000
17315,UND,Mililitro,2000
3674,UND,Mililitro,2000
21823,FCO,Mililitro,300
23553,UND,Mililitro,3800
7821,FCO,Gramo,400
19561,OFE,Mililitro,1000
3677,UND,Mililitro,500
21824,BSA,Mililitro,500
21825,FCO,Mililitro,500
3675,UND,Mililitro,500
18683,OFE,Mililitro,500
3680,UND,Mililitro,2000
4947,UND,Mililitro,1000
4946,UND,Mililitro,1000
17043,FCO,Mililitro,2000
17638,OFE,Mililitro,4000
18657,OFE,Mililitro,3000
16978,OFE,Mililitro,3000
21383,FCO,Mililitro,4000
23011,FCO,Mililitro,2000
7624,UND,Mililitro,50
4015,POT,Gramo,60
19898,FCO,Gramo,220
5096,UND,Mililitro,120
6406,FCO,Gramo,60
26926,UND,Mililitro,200
7828,UND,Mililitro,118
19634,OFE,Mililitro,60
7829,UND,Mililitro,120
3431,POT,Mililitro,120
7486,UND,Gramo,60
3195,TBO,Gramo,60
3196,TBO,Gramo,60
15201,FCO,Mililitro,60
8875,UND,Mililitro,100
8876,UND,Mililitro,100
8874,UND,Mililitro,100
19493,UND,Mililitro,200
14059,OFE,Mililitro,50
26575,UND,Mililitro,50
15223,OFE,Mililitro,250
11673,FCO,Gramo,125
5065,UND,Mililitro,125
6555,UND,Mililitro,125
5390,UND,Mililitro,125
7658,UND,Mililitro,125
5674,UND,Mililitro,50
6556,UND,Mililitro,125
6350,UND,Mililitro,125
9775,TBO,Mililitro,50
26441,UND,Mililitro,50
5596,UND,Mililitro,120
10078,FCO,Mililitro,120
3056,POT,Gramo,120
20161,UND,Mililitro,50
3706,FCO,Mililitro,118
3705,FCO,Mililitro,118
8461,FCO,Mililitro,177
3669,UND,Mililitro,60
4824,UND,Gramo,100
2668,UND,Mililitro,120
7266,UND,Mililitro,120
10206,FCO,Mililitro,240
5841,UND,Gramo,100
26786,TBO,Gramo,100
6808,UND,Mililitro,100
5742,UND,Mililitro,117
26787,TBO,Gramo,60
8089,UND,Gramo,60
5748,UND,Gramo,60
6963,UND,Gramo,120
6964,UND,Gramo,120
6928,UND,Mililitro,120
12217,OFE,Gramo,120
19887,FCO,Gramo,220
8310,FCO,Mililitro,90
10117,POT,Mililitro,100
11924,FCO,Mililitro,120
5881,POT,Mililitro,120
7440,OFE,Gramo,120
3537,POT,Mililitro,120
4476,OFE,Mililitro,120
5527,OFE,Mililitro,120
3538,POT,Mililitro,120
14174,UND,Mililitro,200
17529,OFE,Mililitro,320
4554,OFE,Mililitro,120
4722,OFE,Mililitro,120
4655,OFE,Mililitro,120
6495,UND,Mililitro,120
6960,UND,Mililitro,120
7982,OFE,Mililitro,120
2596,UND,Mililitro,120
4929,OFE,Mililitro,120
26446,OFE,Mililitro,260
10198,UND,Mililitro,150
15144,OFE,Mililitro,300
8446,FCO,Gramo,150
15168,OFE,Mililitro,300
15145,OFE,Mililitro,190
14995,UND,Mililitro,175
26447,UND,Mililitro,175
8611,OFE,Mililitro,200
17469,OFE,Mililitro,250
7873,FCO,Mililitro,50
4747,UND,Gramo,60
19868,CJA,Gramo,50
3204,TBO,Gramo,120
20414,UND,Gramo,50
4142,FCO,Mililitro,120
3203,TBO,Gramo,225
3202,TBO,Gramo,60
18725,UND,Mililitro,60
3205,TBO,Gramo,60
2126,UND,Gramo,1100
4034,UND,Gramo,300
5270,UND,Gramo,380
4717,UND,Gramo,2500
5271,UND,Gramo,360
12310,PAQ,Gramo,250
2127,UND,Gramo,200
4030,UND,Gramo,400
4027,UND,Gramo,350
4206,UND,Gramo,150
10625,UND,Gramo,200
2128,UND,Gramo,170
4204,UND,Gramo,350
2129,UND,Gramo,400
7066,UND,Gramo,270
26702,UND,Gramo,320
4031,UND,Gramo,800
4205,UND,Gramo,250
19314,BSA,Gramo,120
2410,UND,Gramo,400
4029,UND,Gramo,450
9676,UND,Gramo,1000
7267,UND,Mililitro,2000
24557,UND,Gramo,500
12176,FCO,Gramo,425
20436,FCO,Gramo,480
22841,FCO,Mililitro,250
12460,PAQ,Mililitro,500
21774,PAQ,Gramo,180
21154,PAQ,Mililitro,456
4436,PAQ,Gramo,432
26705,UND,Gramo,432
2057,UND,Gramo,528
21357,FCO,Mililitro,25
2650,UND,Gramo,30
5028,UND,Gramo,30
4377,UND,Gramo,30
2651,UND,Gramo,30
11464,CJA,Gramo,150
4720,UND,Gramo,120
5198,FCO,Gramo,120
26203,FCO,Mililitro,250
26505,FCO,Mililitro,600
17003,FCO,Mililitro,250
4366,BOT,Mililitro,375
27385,CJA,Gramo,160
3125,UND,Gramo,25
19719,TAR,Gramo,400
27502,UND,Gramo,269
27503,UND,Gramo,269
27501,UND,Mililitro,269
13522,OFE,Mililitro,1800
34,KLS,Gramo,1000
24508,FCO,Gramo,250
15755,FCO,Gramo,260
4447,FCO,Gramo,560
4212,UND,Gramo,150
4211,UND,Gramo,250
26326,UND,Mililitro,5
4843,OFE,Gramo,384
13,KLS,Gramo,1000
3747,FCO,Mililitro,120
3748,FCO,Mililitro,120
7465,OFE,Mililitro,200
7464,OFE,Mililitro,200
4723,UND,Mililitro,250
5352,FCO,Mililitro,250
6029,UND,Mililitro,120
5060,OFE,Mililitro,120
3650,POT,Mililitro,120
2386,OFE,Mililitro,120
3648,POT,Mililitro,120
8041,UND,Mililitro,120
3649,POT,Mililitro,120
8612,OFE,Mililitro,200
4734,OFE,Mililitro,200
15199,FCO,Mililitro,250
7932,FCO,Mililitro,120
3491,FCO,Mililitro,120
23861,4UN,Gramo,176
21488,UND,Gramo,44
11442,UND,Gramo,220
11441,UND,Gramo,230
6651,OFE,Gramo,220
12451,PAQ,Gramo,310
11443,UND,Gramo,550
12034,UND,Gramo,65
11170,CJA,Gramo,180
13233,PAQ,Gramo,240
7629,FCO,Mililitro,30
8292,CJA,Gramo,100
14099,PAQ,Gramo,300
7083,FCO,Mililitro,120
3381,FCO,Mililitro,30
27494,UND,Gramo,450
26414,UND,Gramo,24
19604,PAQ,Gramo,160
19580,UND,Gramo,25
23008,PAQ,Gramo,125
4178,BSA,Gramo,125
3267,BSA,Gramo,500
22759,OFE,Gramo,500
3266,BSA,Gramo,250
26486,BSA,Gramo,400
12507,FCO,Gramo,85
4177,FCO,Gramo,50
5309,FCO,Gramo,85
12150,BSA,Gramo,500
26912,OFE,Gramo,400
4348,UND,Gramo,170
2939,FCO,Gramo,45
2938,FCO,Gramo,85
26605,OFE,Gramo,500
2626,BSA,Gramo,125
2628,BSA,Gramo,250
2627,UND,Gramo,500
26748,OFE,Gramo,248
2622,FCO,Gramo,170
25539,UND,Gramo,170
26116,OFE,Gramo,270
2623,UND,Gramo,50
2624,FCO,Gramo,85
2620,FCO,Gramo,100
10352,FCO,Gramo,200
2646,FCO,Gramo,50
26312,FCO,Gramo,90
26918,FCO,Gramo,170
26919,OFE,Gramo,248
2703,UND,Gramo,200
23176,FCO,Gramo,300
2621,FCO,Gramo,50
4021,FCO,Gramo,85
10516,UND,Gramo,128
21402,FCO,Gramo,170
10353,FCO,Gramo,200
5300,FCO,Gramo,50
6150,UND,Mililitro,500
17158,FCO,Gramo,50
23619,FCO,Gramo,50
10579,BSA,Gramo,500
25596,BSA,Gramo,500
27203,BSA,Gramo,575
13334,UND,Gramo,125
4022,BSA,Gramo,500
27403,BSA,Gramo,400
24769,UND,Gramo,250
22113,BSA,Gramo,150
27466,FCO,Gramo,170
11130,UND,Gramo,500
14962,UND,Gramo,500
16460,FCO,Gramo,150
9988,OFE,Gramo,225
18501,UND,Gramo,85
22104,FCO,Gramo,170
7423,FCO,Gramo,170
21637,OFE,Gramo,200
5215,OFE,Gramo,420
3018,UND,Gramo,187
24582,UND,Gramo,247
7673,UND,Gramo,50
22105,UND,Gramo,85
22103,OFE,Mililitro,340
4973,OFE,Gramo,170
26905,OFE,Gramo,320
3008,FCO,Gramo,170
12613,FCO,Gramo,200
15497,BSA,Gramo,250
3009,FCO,Gramo,50
8715,OFE,Gramo,85
3007,FCO,Gramo,85
21142,FCO,Gramo,100
21143,FCO,Gramo,100
21141,BSA,Gramo,250
21140,BSA,Gramo,400
21137,BSA,Gramo,454
2629,BSA,Gramo,125
25383,UND,Gramo,500
2631,BSA,Gramo,500
26618,BSA,Gramo,212
2630,BSA,Gramo,250
18634,UND,Gramo,425
22737,UND,Gramo,575
2632,BSA,Gramo,250
8315,UND,Mililitro,2000
26746,UND,Gramo,108
14322,OFE,Gramo,96
11500,UND,Gramo,96
5247,UND,Gramo,44
19388,UND,Gramo,88
9669,UND,Gramo,120
9668,UND,Gramo,80
9899,UND,Mililitro,120
13680,UND,Gramo,132
4169,UND,Gramo,138
4386,CJA,Gramo,552
4170,UND,Gramo,92
7674,UND,Gramo,66
871,UND,Gramo,132
4805,UND,Gramo,88
12934,OFE,Gramo,168
153,KLS,Gramo,1000
14,KLS,Gramo,1000
19933,OFE,Mililitro,240
21581,PAQ,Gramo,260
10867,UND,Gramo,260
3167,UND,Gramo,320
3166,UND,Gramo,300
3789,UND,Mililitro,100
4837,OFE,Mililitro,100
3790,UND,Mililitro,100
3305,UND,Gramo,100
3549,FCO,Mililitro,120
2779,FCO,Gramo,300
8494,CJA,Gramo,400
7500,CJA,Gramo,600
7670,CJA,Gramo,95
11772,TAR,Gramo,400
7785,FCO,Gramo,500
7794,POT,Gramo,60
10244,TBO,Gramo,80
3589,UND,Mililitro,8
27479,UND,Gramo,300
27480,UND,Gramo,250
14176,UND,Gramo,300
11987,UND,Gramo,500
14164,PAQ,Gramo,700
9360,BAN,Gramo,300
27458,CJA,Mililitro,1
3687,FCO,Mililitro,100
21096,FCO,Mililitro,150
19531,BSA,Gramo,150
18942,FCO,Mililitro,200
10421,CJA,Gramo,16
10017,OFE,Gramo,40
3140,UND,Gramo,60
8003,UND,Gramo,15
9930,CJA,Gramo,25
6286,CJA,Gramo,25
6287,CJA,Gramo,50
7289,CJA,Gramo,200
7395,FCO,Mililitro,120
6979,CJA,Gramo,81
8098,CJA,Gramo,4
10381,PAQ,Gramo,500
20904,UND,Gramo,500
20611,PAQ,Gramo,500
20510,PAQ,Gramo,500
20370,UND,Gramo,500
10383,PAQ,Gramo,500
23009,PAQ,Gramo,500
14282,PAQ,Gramo,450
20369,UND,Gramo,500
20903,UND,Gramo,600
20371,PAQ,Gramo,500
11475,PAQ,Mililitro,500
5307,UND,Gramo,80
11516,KLS,Gramo,1000
11514,KLS,Gramo,1000
11518,KLS,Gramo,1000
11517,KLS,Gramo,1000
11515,KLS,Gramo,1000
10382,PAQ,Gramo,500
8155,KLS,Gramo,1000
8191,KLS,Gramo,1000
8210,KLS,Gramo,1000
8209,KLS,Gramo,1000
8156,KLS,Gramo,1000
11522,PAQ,Gramo,500
13458,PAQ,Gramo,170
11524,PAQ,Gramo,500
11523,PAQ,Gramo,500
20652,UND,Gramo,500
20650,UND,Gramo,600
20653,UND,Gramo,600
3021,UND,Gramo,200
6840,CJA,Gramo,25
8583,CJA,Gramo,6925
2704,CJA,Gramo,120
2705,CJA,Gramo,250
21554,BSA,Gramo,1500
23288,BSA,Gramo,1500
2979,UND,Gramo,500
22730,UND,Gramo,85
21553,UND,Gramo,85
25763,UND,Gramo,85
21061,BSA,Gramo,450
14167,UND,Gramo,500
9362,BAN,Gramo,1000
9717,UND,Mililitro,400
4350,UND,Gramo,200
10651,BSA,Gramo,200
3105,TAR,Gramo,200
5588,UND,Gramo,250
21284,UND,Gramo,180
2747,UND,Gramo,30
7879,OFE,Gramo,120
6399,UND,Gramo,30
2748,UND,Gramo,28
7878,OFE,Gramo,150
26178,UND,Gramo,14
7173,OFE,Gramo,240
25789,UND,Gramo,14
21285,UND,Gramo,180
2749,UND,Gramo,30
15791,UND,Gramo,200
4048,UND,Gramo,500
11536,FCO,Mililitro,400
10429,UND,Gramo,500
9879,UND,Mililitro,500
3989,UND,Gramo,500
12312,UND,Gramo,500
3992,UND,Gramo,500
3570,FCO,Mililitro,30
3571,FCO,Mililitro,30
10816,UND,Gramo,250
20434,FCO,Gramo,250
7973,FCO,Mililitro,75
7905,CJA,Gramo,500
6807,CJA,Gramo,500
8507,CJA,Gramo,500
12898,UND,Gramo,500
11416,UND,Gramo,750
10256,OFE,Mililitro,75
26845,UND,Gramo,2
8341,PAQ,Gramo,400
8371,PAQ,Gramo,500
8339,PAQ,Gramo,500
13121,PAQ,Gramo,1000
13122,PAQ,Gramo,1100
20151,BSA,Gramo,500
8338,PAQ,Gramo,200
15856,CJA,Gramo,380
12555,CJA,Gramo,370
10872,UND,Gramo,320
10871,UND,Gramo,260
12269,CJA,Gramo,620
21518,BSA,Gramo,120
21517,BSA,Gramo,120
21515,BSA,Gramo,120
21514,BSA,Gramo,400
5225,UND,Gramo,500
5228,UND,Gramo,400
5224,UND,Gramo,1000
5223,UND,Gramo,200
5226,UND,Gramo,500
5222,UND,Gramo,1000
5221,UND,Gramo,200
5227,UND,Gramo,400
9771,OFE,Gramo,1000
5110,UND,Gramo,340
6156,UND,Gramo,360
12214,UND,Gramo,300
10990,PAQ,Mililitro,105
5905,UND,Gramo,130
16911,OFE,Mililitro,390
20470,PAQ,Gramo,190
14847,UND,Gramo,275
2876,UND,Gramo,320
12601,OFE,Gramo,320
25258,CJA,Gramo,350
4591,OFE,Gramo,320
16313,BSA,Gramo,445
15565,OFE,Gramo,515
5068,UND,Gramo,320
23921,CJA,Gramo,630
26213,CJA,Gramo,630
5711,UND,Gramo,700
5071,UND,Gramo,310
2877,UND,Gramo,250
2878,UND,Gramo,350
5069,UND,Gramo,500
4319,CJA,Gramo,300
16539,CJA,Gramo,230
6566,BSA,Gramo,105
4184,UND,Gramo,230
21568,CJA,Gramo,265
16312,BSA,Gramo,315
5478,UND,Gramo,420
26608,OFE,Gramo,450
11701,PAQ,Mililitro,390
2879,UND,Gramo,300
5070,UND,Gramo,300
8387,CJA,Gramo,230
4185,UND,Gramo,230
11057,CJA,Gramo,240
25131,BSA,Gramo,39
26342,CJA,Gramo,330
5906,UND,Gramo,115
4590,OFE,Gramo,260
16912,OFE,Mililitro,390
2880,UND,Gramo,300
23721,BSA,Gramo,410
16311,BSA,Gramo,450
16416,BSA,Gramo,515
24645,UND,Gramo,425
26228,UND,Gramo,100
21115,UND,Gramo,290
21552,UND,Gramo,200
2745,UND,Gramo,280
2746,UND,Gramo,300
8340,PAQ,Gramo,400
26166,UND,Gramo,720
21473,UND,Gramo,340
20817,BSA,Gramo,100
26734,BSA,Gramo,100
18807,BSA,Gramo,100
22995,PAQ,Mililitro,230
13613,CJA,Gramo,298
13614,CJA,Gramo,411
22996,PAQ,Gramo,460
18636,CJA,Gramo,138
18635,CJA,Gramo,138
22911,CJA,Gramo,138
12477,UND,Gramo,200
18637,CJA,Gramo,162
23294,BSA,Gramo,300
20754,UND,Mililitro,450
4277,UND,Mililitro,400
4070,UND,Mililitro,400
4071,UND,Mililitro,400
4072,UND,Mililitro,700
4278,UND,Mililitro,400
4275,UND,Mililitro,700
4279,UND,Mililitro,400
4276,UND,Mililitro,700
8201,UND,Mililitro,400
18046,UND,Mililitro,400
16323,FCO,Mililitro,160
5932,UND,Mililitro,1000
10782,FCO,Mililitro,1000
11953,FCO,Mililitro,500
19814,FCO,Mililitro,500
4814,UND,Mililitro,800
4221,UND,Mililitro,2000
19279,FCO,Mililitro,500
19654,FCO,Mililitro,750
4069,BOT,Mililitro,800
8200,UND,Mililitro,380
8196,UND,Mililitro,360
8198,UND,Mililitro,370
8197,UND,Mililitro,700
8539,UND,Gramo,400
8199,UND,Mililitro,380
18057,UND,Mililitro,700
12185,FCO,Mililitro,750
18616,UND,Mililitro,200
24487,UND,Mililitro,800
18297,UND,Mililitro,100
5184,FCO,Gramo,460
23955,PAQ,Gramo,450
19603,OFE,Gramo,430
27415,UND,Gramo,250
12877,FCO,Gramo,250
3176,UND,Gramo,125
4771,UND,Gramo,250
7786,CJA,Gramo,10
7787,FCO,Mililitro,15
7788,FCO,Mililitro,60
19823,6UN,Mililitro,1980
